cblaster search
===============
AB196490
========
AB196490.1
----------
Cluster 1, score 40.1350:
Query       Subject     Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90015.1  G4B11_005848  96.4      96.3      0          980       4923156  4924968  -     
AAS90014.1  G4B11_005849  95.9      100       0          1007      4925514  4927163  +     
AAS90019.1  G4B11_005850  97.4      100       0          1261      4927732  4929719  -     
AAS90013.1  G4B11_005851  96.2      100       0          1066      4930233  4932184  -     
AAS90018.1  G4B11_005852  94        100       3.14e-287  783       4933433  4934920  +     
AAS90012.1  G4B11_005853  97.2      100       2.64e-281  766       4936176  4937511  +     
AAS90017.1  G4B11_005854  91.5      98.9      1.74e-182  507       4937691  4938540  +     
AAS90010.1  G4B11_005856  96        96        0          950       4939575  4943091  +     
AAS90011.1  G4B11_005856  98.2      100       0          985       4939575  4943091  +     
AAS90009.1  G4B11_005858  94.7      99.8      0          961       4944145  4945854  -     
AAS90007.1  G4B11_005860  97.4      97.4      8.09e-272  764       4946713  4951517  -     
AAS90005.1  G4B11_005861  95.5      96.4      1.02e-182  508       4951785  4952760  -     
AAS90004.1  G4B11_005862  94.3      100       1.25e-290  793       4953323  4954776  -     
AAS90003.1  G4B11_005863  93.7      100       1.22e-290  794       4955515  4956850  +     
AAS90002.1  G4B11_005864  95.5      100       0          3691      4958119  4963966  -     
AAS90001.1  G4B11_005865  96.2      100       0          3148      4964341  4969800  +     
AAS90000.1  G4B11_005866  96.7      100       1.25e-187  519       4971107  4972097  -     
AAS89999.1  G4B11_005868  96.7      100       0          4126      4973786  4980410  +     
AAS89997.1  G4B11_005869  77.3      90.2      4.85e-225  655       4982068  4986705  -     
AAS89998.1  G4B11_005869  97.2      100       0          1001      4982068  4986705  -     


GCA_016861735
=============
AP024419.1
----------
Cluster 55, score 1.0620:
Query       Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS89996.1  ACHE_40078S  77.1      98.2      9.32e-224  620       215910  217047  +     


GCA_018340605
=============
BHVY01000004.1
--------------
Cluster 56, score 1.0610:
Query       Subject        Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS89996.1  Asppvi_005773  75.4      99        1.02e-219  610       932376  933528  +     
